category	index	name	type	dims	strides	bytes	sha256	payload
parameter	52	w_o_4	BF16	1024,1024	2,2048	2097152	41cbb670eb5fdc31cb6caa9e9c8ca9f6b22e509fc21f33bb8380b5875e76ccf9	parameters/00052.bin
parameter	53	ff1_4	BF16	6144,1024	2,12288	12582912	9d9eda73551ef1d2fd65d70c4767f85ed2c098864daa4c1643b888785fed234a	parameters/00053.bin
parameter	54	ff_bias1_4	BF16	6144	2	12288	0ddfd2216f8f3b506ad0e14e82ce919a189da2328dfca968e31180f820a9dd5a	parameters/00054.bin
parameter	55	ff2_4	BF16	1024,3072	2,2048	6291456	4315c6174a46d6439df8e8f5c4d6ca7470126f6e30ed148bed03d605d636dd7c	parameters/00055.bin
parameter	56	ff_bias2_4	BF16	1024	2	2048	d804da48e56c7816971f17b151ab4da0bea647b86f44fe7d89ec4f650855f8a2	parameters/00056.bin
parameter	57	ln_g_8	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00057.bin
parameter	58	ln_b_8	BF16	1024	2	2048	78f218b0d9bde80db152af082606d10bb84966807b8402f1ed5803c0fb33f007	parameters/00058.bin
parameter	59	ln_g_9	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00059.bin
parameter	60	ln_b_9	BF16	1024	2	2048	fb789542f37193a3594b583f15fa5735cd3b7cbdb9a62ac119d77752f0b2a0fb	parameters/00060.bin
parameter	61	w_r_5	BF16	128,320,8	2,256,81920	655360	e089067033243490ebcc9d3abd7db1fcd35d0f2e749fdd3a0d52a0abce2242a2	parameters/00061.bin
parameter	62	w_q_5	BF16	1024,1024	2,2048	2097152	13a9ecc710ee6b408e8cc4891e44fe13687adaa12860c259e283d345ae6bdb8d	parameters/00062.bin
parameter	63	w_kv_5	BF16	2048,1024	2,4096	4194304	dd997012639e4ab56b7278ae380143d3bef071349c60cbfcb44ae3fc23b2c4a9	parameters/00063.bin
parameter	64	w_o_5	BF16	1024,1024	2,2048	2097152	b5ee11a0ac549e32286ac6d5621abcc1f5b42d572d107191d6a3446fd6beb24d	parameters/00064.bin
parameter	65	ff1_5	BF16	6144,1024	2,12288	12582912	e2e8973ecca7bdc02dd843e5fe4e77cd287688c6a41994865a2f0cb25e191fa9	parameters/00065.bin
parameter	66	ff_bias1_5	BF16	6144	2	12288	27bc6e54a33b9c49cd335202bb53d903bd24242f5348b93997a8f70d1a134290	parameters/00066.bin
parameter	67	ff2_5	BF16	1024,3072	2,2048	6291456	66d273c10e2968b7fda22e269996c7528bcb93ff48115fb5a4653905c27db05f	parameters/00067.bin
parameter	68	ff_bias2_5	BF16	1024	2	2048	f402f57f9260773919753d4fbc07bef267d8a3900036c3d0cea1fb75ddf111d8	parameters/00068.bin
parameter	69	ln_g_10	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00069.bin
parameter	70	ln_b_10	BF16	1024	2	2048	9289c44a0a9f7fd9c5cd823dac397c24a085792bdd232173251e33bbe8b568b3	parameters/00070.bin
parameter	71	ln_g_11	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00071.bin
parameter	72	ln_b_11	BF16	1024	2	2048	d84d5c0a6c06f9e60e87836f97acfb8cb15d0a8e87fbd803c8ec6e813f12b44f	parameters/00072.bin
parameter	73	w_r_6	BF16	128,320,8	2,256,81920	655360	5f3d113d6363eede4db314b4035f5edff1b132a0dbaa7024458c3ffb53ef681c	parameters/00073.bin
parameter	74	w_q_6	BF16	1024,1024	2,2048	2097152	798929543e5f1a8fa2512132b9da7f0dbb601e558c75adf03e71b91759467a47	parameters/00074.bin
parameter	75	w_kv_6	BF16	2048,1024	2,4096	4194304	14e813f3f1533df7a527d2eb62fa546b37b65245da5189a6a33d4b66450cb0bf	parameters/00075.bin
parameter	76	w_o_6	BF16	1024,1024	2,2048	2097152	c828f9c214b66dda8adf367b7459fdff515343bb0a3c2e4b80824e2b18fd1b95	parameters/00076.bin
parameter	77	ff1_6	BF16	6144,1024	2,12288	12582912	979c1014c3509839df69190ad418a39f9b40553320f887347d6b88b40a0b2a8c	parameters/00077.bin
parameter	78	ff_bias1_6	BF16	6144	2	12288	c0fc4f8cf882860bb31bab3e0a1163fab2f3edee89c550cd0287d48c07874b6f	parameters/00078.bin
parameter	79	ff2_6	BF16	1024,3072	2,2048	6291456	b3a681bc8e995f780484a351bc6b10d484c591cba6287853e57848de85bab552	parameters/00079.bin
parameter	80	ff_bias2_6	BF16	1024	2	2048	bb7a3d0e064f1d0973ed275a5b8ec9085255a4d549ecfb674b2b5a5eb200042e	parameters/00080.bin
parameter	81	ln_g_12	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00081.bin
parameter	82	ln_b_12	BF16	1024	2	2048	a8d291a4818b458a8a2925d0e5ca565ab3fce4e1d9b67a5fd81a0fc7c9097972	parameters/00082.bin
parameter	83	ln_g_13	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00083.bin
parameter	84	ln_b_13	BF16	1024	2	2048	1f53e8352ca2a2051f1249a862a9c88ac246b5c5686c1cf7608f2b40c126375a	parameters/00084.bin
parameter	85	w_r_7	BF16	128,320,8	2,256,81920	655360	ddec2a44fd2ce5604447aa68a266b96123dc77db5b091181b4db44417738472e	parameters/00085.bin
parameter	86	w_q_7	BF16	1024,1024	2,2048	2097152	3aa5810a53530bd0526ba5cf6f09fb2d2162bdcfa61f97db510692ff0fec44ce	parameters/00086.bin
parameter	87	w_kv_7	BF16	2048,1024	2,4096	4194304	6f184be67d76a17577852fbcf52236078269d39362e75e377a522f7b396480d2	parameters/00087.bin
parameter	88	w_o_7	BF16	1024,1024	2,2048	2097152	cc3f375a80eeb0014de379d8b25e2cc444375d68cb08261899b2a1f7c0744fa8	parameters/00088.bin
parameter	89	ff1_7	BF16	6144,1024	2,12288	12582912	00dac6f7a1a057aa985e7f154e55a023ebd0470eb99e225d5f43e246d6dab60e	parameters/00089.bin
parameter	90	ff_bias1_7	BF16	6144	2	12288	635a487fc97d874989ec01b62758af3dbc4129c0de6fbb06b0e1f1bc10ad423c	parameters/00090.bin
parameter	91	ff2_7	BF16	1024,3072	2,2048	6291456	c7977f0ce3669674c5fcdb5ee937fda6b621400adac3461f452dccf98cc9beae	parameters/00091.bin
parameter	92	ff_bias2_7	BF16	1024	2	2048	ecad782aebabc8e6097bb9beca59448bb99543cf4b717961a8785ebf46cd96b2	parameters/00092.bin
parameter	93	ln_g_14	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00093.bin
parameter	94	ln_b_14	BF16	1024	2	2048	249db21fc3db9a3947723aaf5056a03bc24bb50ced9915b56b239653d7cbae10	parameters/00094.bin
parameter	95	ln_g_15	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00095.bin
parameter	96	ln_b_15	BF16	1024	2	2048	6da2dc81668969dc817d6cf944e6e64aeda3eda665600cf7fc815b386118b27f	parameters/00096.bin
parameter	97	w_r_8	BF16	128,320,8	2,256,81920	655360	0b087d3bc07e4e80589b5400b13ca939fbbec4b364c19363b462eeba8616d0ea	parameters/00097.bin
parameter	98	w_q_8	BF16	1024,1024	2,2048	2097152	8740cfed1f5f7ab988495fb9c16c4b51c003ba18a56755f9e5adf7c52ce18ac1	parameters/00098.bin
parameter	99	w_kv_8	BF16	2048,1024	2,4096	4194304	2e35c75719f341e707aa2b666f5d2decaad8672ea1968a993616e9cb973f6bb3	parameters/00099.bin
parameter	100	w_o_8	BF16	1024,1024	2,2048	2097152	614359c6f3cf4e783a71d788e6906b40aa7ba78ade7a93c28c2091120ed9d1bb	parameters/00100.bin
parameter	101	ff1_8	BF16	6144,1024	2,12288	12582912	84f9868559c2d463a63fe08e0cf8aff1ff689da9fbc30ee5cae408a149a118be	parameters/00101.bin
parameter	102	ff_bias1_8	BF16	6144	2	12288	e1cab313476a797fc14bd881402efbc696e35f0b8808e1c2a4cb161c16c126ba	parameters/00102.bin
parameter	103	ff2_8	BF16	1024,3072	2,2048	6291456	c32eb4cdedf2bdda5802917ef77860063745cc435941fa6fcf8e64100aa4a29d	parameters/00103.bin
parameter	104	ff_bias2_8	BF16	1024	2	2048	f311e3ba2fcaace44b959b69b3733795b9b97630d09e1acbee759aaff0e0e2f2	parameters/00104.bin
parameter	105	ln_g_16	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00105.bin
parameter	106	ln_b_16	BF16	1024	2	2048	2d55f67157c902712359e05c846b3b6ed8a658954cd1c3e630d6e4a3f18be9b0	parameters/00106.bin
parameter	107	ln_g_17	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00107.bin
parameter	108	ln_b_17	BF16	1024	2	2048	b5d1527de9e5e1b2770d8f0ed55005512cd8efbe470fe0bb0d2afb3145e8dc01	parameters/00108.bin
parameter	109	w_r_9	BF16	128,320,8	2,256,81920	655360	e3a83b34766d17f14f1bb37da10a0dea995b7a037ea14ecb0d3b208299fcf916	parameters/00109.bin
parameter	110	w_q_9	BF16	1024,1024	2,2048	2097152	3fde9222361ff2f332c35208b5a58a7004faf1d89106422e9dc3cc3449fe3bc0	parameters/00110.bin
parameter	111	w_kv_9	BF16	2048,1024	2,4096	4194304	2402345655f74bb63629769805446b5dcf6395750f706ba5d9098ce17e598f39	parameters/00111.bin
parameter	112	w_o_9	BF16	1024,1024	2,2048	2097152	62a631b3c1e94a25b57c2907053adb8ce2a2eb86117dab4761bf4ac47127862b	parameters/00112.bin
parameter	113	ff1_9	BF16	6144,1024	2,12288	12582912	09df67c3cc3ab89b2a48ee6160eb7f5b2a54599aec834421fb083b89b6a85ef0	parameters/00113.bin
parameter	114	ff_bias1_9	BF16	6144	2	12288	e1561d52ea84ebe70bb7d558310dc0e36e1f63d34fa21e37b493d35ca50208b3	parameters/00114.bin
parameter	115	ff2_9	BF16	1024,3072	2,2048	6291456	8ad42367eba93767e46b0165cddd53c402263ba81e7f872b4d3cad58f9a163a2	parameters/00115.bin
parameter	116	ff_bias2_9	BF16	1024	2	2048	a958dd574d49e05d977540a724a9f6bf5eaf95da60228af8b43ecf9440742369	parameters/00116.bin
parameter	117	ln_g_18	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00117.bin
parameter	118	ln_b_18	BF16	1024	2	2048	3782697c2e19d042fc4b8ee9e4f74f158c7914a4196509478018e7ab505dc191	parameters/00118.bin
parameter	119	ln_g_19	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00119.bin
parameter	120	ln_b_19	BF16	1024	2	2048	3ea57406a453907724771304a685721e1016828a51479844ff2cb1b0ea693082	parameters/00120.bin
parameter	121	w_r_10	BF16	128,320,8	2,256,81920	655360	e07a0ccafe2329d0350d319dba00e49d7c199f5ee33c5e15ae55428ee52ff839	parameters/00121.bin
parameter	122	w_q_10	BF16	1024,1024	2,2048	2097152	827caf7f095e15683b431dfd9b0514391d67f6a8faf7ecd14a04b23a5162ffe5	parameters/00122.bin
parameter	123	w_kv_10	BF16	2048,1024	2,4096	4194304	086a46e73ea6ae4b3bbec05f79e014d8cb1da474420ba49c900fde843c671339	parameters/00123.bin
parameter	124	w_o_10	BF16	1024,1024	2,2048	2097152	a6b887e0d81d8f5b2329912f5e75be2d4bec0dd580e3deff1b4adcfd5b25da18	parameters/00124.bin
parameter	125	ff1_10	BF16	6144,1024	2,12288	12582912	0544079ba98b49b57d2aa4215f08a6028fdc8f4e607304f8d91e20dbabe3fdde	parameters/00125.bin
parameter	126	ff_bias1_10	BF16	6144	2	12288	ae9884d3bd671494868b4ea1da7aa7cf9927fcb27e683f871a4b93461d0dcd88	parameters/00126.bin
parameter	127	ff2_10	BF16	1024,3072	2,2048	6291456	0227e8a46f74a60a54e533516d62ef66c1e36b9f5f319480824d86a71c7892c9	parameters/00127.bin
parameter	128	ff_bias2_10	BF16	1024	2	2048	20f87828af7afb0762f4ab286b38ed17c7edd14a4b2ff8f0a337959869f24eb8	parameters/00128.bin
parameter	129	ln_g_20	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00129.bin
parameter	130	ln_b_20	BF16	1024	2	2048	51feffe07d5996f3f1140aafafc8593ef823f70be3f31313d933467bde8d9bc3	parameters/00130.bin
parameter	131	ln_g_21	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00131.bin
parameter	132	ln_b_21	BF16	1024	2	2048	dfa108bad698bf63fc21e8e72bb1dd2b9f5f32ac85cb80e936ac0b4ddd73a51d	parameters/00132.bin
parameter	133	w_r_11	BF16	128,320,8	2,256,81920	655360	a9a30b6770fc76d57729cffe4b6619b03683c110a44ff357bbe9a22fa4ba3332	parameters/00133.bin
parameter	134	w_q_11	BF16	1024,1024	2,2048	2097152	2f7d0388a025918d7c7efb57e88873991ef762a6bc6eab0ddc06b24fa34b245b	parameters/00134.bin
parameter	135	w_kv_11	BF16	2048,1024	2,4096	4194304	f4a258f1606b15d9ae4d94a62c00d0edc08dd6cc6e444ea5d7f6fbaa3d29c527	parameters/00135.bin
parameter	136	w_o_11	BF16	1024,1024	2,2048	2097152	e6748cd647c8713ae5902cad1e04941b0344ac75a1238f2f293dfe03fb5a990d	parameters/00136.bin
parameter	137	ff1_11	BF16	6144,1024	2,12288	12582912	8e6fba5c714b4660c45fa17ee08eda7a5582edf8b73a52843eb680f0f9735e27	parameters/00137.bin
parameter	138	ff_bias1_11	BF16	6144	2	12288	a8279abe26dcf1c552bfa181fe20cebda8b6fd35223f0c6f9a3550c613f2e4e3	parameters/00138.bin
parameter	139	ff2_11	BF16	1024,3072	2,2048	6291456	cefc8f57a6dbc04b2fd9e9f7e2378df1b3bdb9eb29e670c65466904f577f5b2f	parameters/00139.bin
parameter	140	ff_bias2_11	BF16	1024	2	2048	09b9e0bede9cc1bf6a69dfb89218f3c3cd9f73b1a5674525c3f79b4b65ea88f2	parameters/00140.bin
parameter	141	ln_g_22	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00141.bin
parameter	142	ln_b_22	BF16	1024	2	2048	d2fb79c76ae6076e768d76d210948ad0d52ac83ff9a491d46aa517ada6fe3fba	parameters/00142.bin
parameter	143	ln_g_23	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00143.bin
parameter	144	ln_b_23	BF16	1024	2	2048	b9e70a5f1b4ca7258838e324c5c6a20baef6dccb35be8be59c7aeda3347e84df	parameters/00144.bin
parameter	145	w_r_12	BF16	128,320,8	2,256,81920	655360	6c526835746960343448f82055404ba78014374ff777f912a710847cedb2d378	parameters/00145.bin
parameter	146	w_q_12	BF16	1024,1024	2,2048	2097152	8c34980592e5b02c17b9d4ca62b4498ab583103996a42f1290c3bac681b30a07	parameters/00146.bin
parameter	147	w_kv_12	BF16	2048,1024	2,4096	4194304	4e7d13d10205bdbdd34d13c6a66b41bc2c3a5e011d7b78045bbde09440ec4470	parameters/00147.bin
parameter	148	w_o_12	BF16	1024,1024	2,2048	2097152	ccf885e728203223f4538e05e4df2049e4408a04896870de58e39faf105cc3f7	parameters/00148.bin
parameter	149	ff1_12	BF16	6144,1024	2,12288	12582912	2a40ec519187899ff542db3641bbf80d74f8b650613d6283eb36babc95118db0	parameters/00149.bin
parameter	150	ff_bias1_12	BF16	6144	2	12288	e8639adf2f8643ceefe46e21b7c916b6b9308ae968a9abe297b90a7bcae42b83	parameters/00150.bin
parameter	151	ff2_12	BF16	1024,3072	2,2048	6291456	e1bed7369ca6d75dac5861be05f4fe69530938c5380acb0c781e1597f44526e5	parameters/00151.bin
parameter	152	ff_bias2_12	BF16	1024	2	2048	779a03b9c52db403eab534051014e92fd25fc88ed61a9a686d1061ea1a647ffe	parameters/00152.bin
parameter	153	ln_g_24	BF16	1024	2	2048	95fbbe9f3324b7d9f3a3550109772b0060170636c8aabc21e00aebae78594b7e	parameters/00153.bin
